id,user_name,created_at,text,trendings
1123995464389529602,fauzano24,2019-05-02 16:59:36,@IreneViena @SBYudhoyono @prabowo kok sby lagi yg disalahkan ha ha ha C1 nya belom kelar buka bukaan data kok pinda… https://t.co/0mx2Lbc48g,Partai Demokrat
1123995132615974917,rianantony4,2019-05-02 16:58:17,"RT @subkhiridho: Wahai kader2 Partai Demokrat no #BucinWowoCaper yesss, udah gitu ajaaah. Salam dari sy @AgusYudhoyono hehehe @LisaYusuf @p…",Partai Demokrat
1123994915367735297,DiniPutriIntan9,2019-05-02 16:57:25,"RT @subkhiridho: Wahai kader2 Partai Demokrat no #BucinWowoCaper yesss, udah gitu ajaaah. Salam dari sy @AgusYudhoyono hehehe @LisaYusuf @p…",Partai Demokrat
1123994597192028160,subkhiridho,2019-05-02 16:56:09,"Wahai kader2 Partai Demokrat no #BucinWowoCaper yesss, udah gitu ajaaah. Salam dari sy @AgusYudhoyono hehehe… https://t.co/BKs2TrS85Y",Partai Demokrat
1123994225241141253,AlamsyahNur15,2019-05-02 16:54:40,"RT @trierodex: @FerdinandHaean2 partai apapun yg merapat ke kubu curang pasti akan di kecam masyarakat.
Karena rakyat sdh sangat jijik meli…",Partai Demokrat
1123994155515039745,RudyHereira,2019-05-02 16:54:24,"@FerdinandHaean2 Klu tau begini akhirnya, Nyesal jd saksi partai demokrat dan saksi caleg nya. KECEWA",Partai Demokrat
1123993580538859520,trierodex,2019-05-02 16:52:07,"@FerdinandHaean2 partai apapun yg merapat ke kubu curang pasti akan di kecam masyarakat.
Karena rakyat sdh sangat j… https://t.co/jdKMrDhqQU",Partai Demokrat
1123993384056696832,candraisna2010,2019-05-02 16:51:20,"RT @helmifelis: Kalian bukan mengingatkan. Mengingatkan itu di forum tertutup bukan terbuka seperti ini Lan. Aneh-aneh aja lu..

Jangan ang…",Partai Demokrat
1123993352666587137,DavaSudrajat,2019-05-02 16:51:12,"@RachlanNashidik @RidlwanSyarief Seharusnya jangan ditemui dulu,  ini kesempatan TKN 01, untuk menggiring opini men… https://t.co/jWtfe41u1x",Partai Demokrat
1123992852785246210,shilysyauta2,2019-05-02 16:49:13,"RT @KompasTV: Komandan Kogasma Partai Demokrat, Agus Harimurti Yudhoyono tiba di Istana Kepresidenan Jakarta pada pukul 15.45 WIB Kamis, 2…",Partai Demokrat
1123992281105731587,arlien_nf,2019-05-02 16:46:57,"@VIVAcoid @RajaMandiri70 PAN sudah, Partai Demokrat sudah, besok kalo bernyali coba goda Partai Emak Emak.",Partai Demokrat
1123992275850289152,Haka_rainen,2019-05-02 16:46:55,"RT @helmifelis: Kalian bukan mengingatkan. Mengingatkan itu di forum tertutup bukan terbuka seperti ini Lan. Aneh-aneh aja lu..

Jangan ang…",Partai Demokrat
1123991982320308225,giyanto_csp,2019-05-02 16:45:46,"RT @FerdinandHaean2: https://t.co/69AweAUBrO

Tidak elok kalau undangan silaturahmi ditolak hanya karena beda koalisi. Kita Partai Demokrat…",Partai Demokrat
1123991298090913794,FawziIrhas,2019-05-02 16:43:02,"RT @KompasTV: Komandan Kogasma Partai Demokrat, Agus Harimurti Yudhoyono bertemu Jokowi. Saat tiba di Istana Kamis, 1 Mei 2019, AHY menggun…",Partai Demokrat
1123989933021126657,JanjiPalsu234,2019-05-02 16:37:37,Met tinggal demokrat.. Partai yg tak punya pendirian selalu goyah dlm pijakan.. Begabung ke dlm koalisi hanya untuk… https://t.co/0jCtnzHC7L,Partai Demokrat
1123989735087771649,icalpalevi,2019-05-02 16:36:50,"RT @KompasTV: Komandan Kogasma Partai Demokrat, Agus Harimurti Yudhoyono bertemu Jokowi. Saat tiba di Istana Kamis, 1 Mei 2019, AHY menggun…",Partai Demokrat
1123989467784732673,ismailromy01,2019-05-02 16:35:46,"RT @FerdinandHaean2: https://t.co/69AweAUBrO

Tidak elok kalau undangan silaturahmi ditolak hanya karena beda koalisi. Kita Partai Demokrat…",Partai Demokrat
1123989277636009984,ayudew11,2019-05-02 16:35:01,RT @jpnncom: Sekretaris Jenderal Partai Demokrat (PD) Hinca Panjaitan memastikan partainya setia dalam koalisi Indonesia Adil Makmur pengus…,Partai Demokrat
1123988517116313600,Jamaluddin_03,2019-05-02 16:31:59,"@RachlanNashidik Kami tau partai Demokrat sejak di dirikan pak SBY!!!! Demokrat bukan sahabat, tapi partner!!!!!👎👎👎👎",Partai Demokrat
