id,user_name,created_at,text,trendings
1123987636300001280,Chusnul97556356,2019-05-02 16:28:29,"#AlasanTetapHidup 
Anaknya yang kebelet mak nya suru nikah lagi.
😀😀😜",#AlasanTetapHidup
1123987627743555584,tisyacomell,2019-05-02 16:28:27,"#AlasanTetapHidup
Masih stay nungguin kamu putussss",#AlasanTetapHidup
1123987624178388998,msjennie96,2019-05-02 16:28:26,Baca tweet #AlasanTetapHidup cukup membantu untuk semangat hidup ㅋㅋㅋㅋ,#AlasanTetapHidup
1123987623297548290,ScotchandSoba_,2019-05-02 16:28:26,"RT @noobmaster69_: #AlasanTetapHidup

-mom would be sad
-noone feeds the cat
-didnt have the courage to end it https://t.co/fImEnK7cLn",#AlasanTetapHidup
1123987621347241985,adepati_d,2019-05-02 16:28:26,"#AlasanTetapHidup masih ada orang2 yg harus di bahagiakan di dunia ,setidaknya teman se koplakku",#AlasanTetapHidup
1123987560580120576,tisyacomell,2019-05-02 16:28:11,"#AlasanTetapHidup
Biar aku bisa menikah denganmu",#AlasanTetapHidup
1123987548391473152,Khuzna_SN,2019-05-02 16:28:08,#AlasanTetapHidup ya karna blum mati aja,#AlasanTetapHidup
1123987539352854528,ScotchandSoba_,2019-05-02 16:28:06,RT @lexadhira: @ScotchandSoba_ #AlasanTetapHidup karena duka terbesar orang tua katanya ditinggalkan oleh anak-anaknya terlebih dahulu. Jad…,#AlasanTetapHidup
1123987484625575938,Huda_Sanjaya,2019-05-02 16:27:53,#AlasanTetapHidup y ngatau,#AlasanTetapHidup
1123987465482711041,najati_rinanda,2019-05-02 16:27:49,"RT @Qorina_38: @ScotchandSoba_ #AlasanTetapHidup karena orang tua sih, kayanya gak tau diri banget gitu dari kecil udah diperjuangin sama o…",#AlasanTetapHidup
1123987444146278407,lexadhira,2019-05-02 16:27:44,@ScotchandSoba_ #AlasanTetapHidup karena duka terbesar orang tua katanya ditinggalkan oleh anak-anaknya terlebih da… https://t.co/OnmSqiyYAl,#AlasanTetapHidup
1123987436655271938,Didianandian1,2019-05-02 16:27:42,Karena sampai sekarang saya belum pernah merasakan yang namanya pacaran yang sebenarnya.#AlasanTetapHidup,#AlasanTetapHidup
1123987365620604928,PitatHaeng_,2019-05-02 16:27:25,"RT @MbahNo17426201: Percayalah bunuh diri terbaik adalah dengan melanjutkan hidup
.
.
Selamat malam
#AlasanTetapHidup https://t.co/WjFn4E3E…",#AlasanTetapHidup
1123987325959180288,Mr_HerryRodin,2019-05-02 16:27:15,Life is so precious and beautiful 🌺🌻🌹🕺💃 🌷🌼🌸  #AlasanTetapHidup,#AlasanTetapHidup
1123987243738255360,FrsFajar,2019-05-02 16:26:56,RT @200mrfarenheit: #AlasanTetapHidup salah satunya adalah ini https://t.co/y5YXx05oTd,#AlasanTetapHidup
1123987199622565888,BukanFandi,2019-05-02 16:26:45,"Tidur, Rindunya besok aja lagi
#AlasanTetapHidup",#AlasanTetapHidup
1123987193763106818,panggilsajaliya,2019-05-02 16:26:44,RT @RheArdiyansah: Kdg suka stres dan pgn mati aj biar smua mslah kelar tp untgny msh pny rasa takut bkn krn takut dosa tp minum baygon ga…,#AlasanTetapHidup
1123987144714989569,Dikh24,2019-05-02 16:26:32,"#AlasanTetapHidup karena keluarga. Selama mereka masih ada. Oleh karena itu, aku harus tetap hidup. 😁",#AlasanTetapHidup
1123987119922348033,AnjasFm,2019-05-02 16:26:26,"Uda berjuang tapi Masi di anggap bukan siapa siapa, asudahlah

#AlasanTetapHidup https://t.co/AF0qptkUnu",#AlasanTetapHidup
1123987079510278147,ona_chn,2019-05-02 16:26:17,"Alasan masuk seni rupa ,sesok nek wes rabi tak garap omah dewe wkwkw
#AlasanTetapHidup #CeritainAja #puisimalam https://t.co/RorVUYB3UX",#AlasanTetapHidup
1123987058106695681,Ferdyanekaverna,2019-05-02 16:26:11,"#AlasanTetapHidup karna ada cerita yang belum usai, ada mimpi yang belum tercapai, ada janji yang belum selesai, da… https://t.co/vXM1WSVojh",#AlasanTetapHidup
1123987007842258945,SriYanti_SY,2019-05-02 16:25:59,"#AlasanTetapHidup
Karena ada ibu yang harus aku bahagiakan 💕",#AlasanTetapHidup
1123986957959299079,CyntiaNon,2019-05-02 16:25:48,"Ini dia #AlasanTetapHidup bagi aku,
Karna aku mau liat mantan nyesel ninggalin aku.

Eyaaaah malam jumat lagi.",#AlasanTetapHidup
